Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,T?nh Thành,Vùng Mi?n,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
6964,CA-2018-157161,7/16/2019,7/20/2018,UPS,JD-15895,Jonathan Doherty,Corporate,Viet Nam,L?ng S?n,Mi?n B?c,OFF-AR-10003338,Office Supplies,Binders,"Eberhard Faber 3 1/2"" Golf Pencils",513360,3,0,128340
7556,CA-2016-114181,5/10/2017,5/14/2016,UPS,AF-10885,Art Foster,Consumer,Viet Nam,Hà Giang,Mi?n B?c,OFF-AR-10000716,Office Supplies,Binders,DIXON Ticonderoga Erasable Checking Pencils,513360,5,0.2,121923
7925,CA-2018-125843,8/13/2019,8/16/2018,FEDEX,RF-19840,Roy Französisch,Consumer,Viet Nam,Hà Giang,Mi?n B?c,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,513360,4,0,246412.8
3409,US-2016-150119,4/23/2017,4/27/2016,TNT,LB-16795,Laurel Beltran,Home Office,Viet Nam,Hà T?nh,Mi?n Trung,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,513728,4,0.2,179804.8
5542,US-2019-150595,5/22/2020,5/26/2019,TNT,LE-16810,Laurel Elliston,Consumer,Viet Nam,Bình D??ng,Mi?n ?ông Nam B?,OFF-SU-10000381,Office Supplies,Scissors,Acme Forged Steel Scissors with Black Enamel Handles,513912,3,0.2,57815.1
5,US-2017-108966,10/11/2018,10/18/2017,TNT,SO-20335,Sean O'Donnell,Consumer,Viet Nam,Bình Ph??c,Mi?n ?ông Nam B?,OFF-ST-10000760,Office Supplies,Pens,Eldon Fold 'N Roll Cart System,514464,2,0.2,57877.2
4754,US-2017-167220,12/12/2018,12/16/2017,TNT,JB-15925,Joni Blumstein,Consumer,Viet Nam,Phú Yên,Mi?n Trung,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,514464,4,0.2,147908.4
9108,CA-2017-132941,5/25/2018,5/28/2017,FEDEX,MM-18280,Muhammed MacIntyre,Corporate,Viet Nam,Hà T?nh,Mi?n Trung,OFF-SU-10002557,Office Supplies,Scissors,Fiskars Spring-Action Scissors,514464,2,0.2,38584.8
1172,US-2016-100279,3/10/2017,3/14/2016,TNT,SW-20275,Scott Williamson,Consumer,Viet Nam,Bình Ph??c,Mi?n ?ông Nam B?,OFF-PA-10002259,Office Supplies,Scissors,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",514740,2,0,247075.2
6809,CA-2017-128125,3/31/2018,4/5/2017,TNT,EB-13705,Ed Braxton,Corporate,Viet Nam,?à N?ng,Mi?n Trung,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,514740,3,0.6,-180159
9921,CA-2018-149272,3/15/2019,3/19/2018,TNT,MY-18295,Muhammed Yedwab,Corporate,Viet Nam,Tây Ninh,Mi?n ?ông Nam B?,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Scissors, Plastic, White, 8-1/2"" x 11""",514878,7,0.8,-823804.8
5409,CA-2019-108854,12/8/2020,12/14/2019,TNT,DM-13345,Denise Monton,Corporate,Viet Nam,H? Chí Minh,Mi?n ?ông Nam B?,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",515752,1,0.2,193407
3594,CA-2018-164154,9/11/2019,9/17/2018,TNT,NZ-18565,Nick Zandusky,Home Office,Viet Nam,Hà T?nh,Mi?n Trung,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,515844,3,0.7,-412675.2
9871,CA-2016-114195,11/1/2017,11/3/2016,FEDEX,EA-14035,Erin Ashbrook,Corporate,Viet Nam,?à N?ng,Mi?n Trung,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,515844,3,0.7,-412675.2
6269,CA-2017-115392,10/1/2018,10/4/2017,UPS,RM-19675,Robert Marley,Home Office,Viet Nam,Hà N?i,Mi?n B?c,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,516350,5,0,237521
4229,CA-2018-113803,3/24/2019,3/26/2018,FEDEX,VG-21805,Vivek Grady,Corporate,Viet Nam,Gia Lai,Mi?n Trung,OFF-PA-10001994,Office Supplies,Scissors,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",517040,1,0,237838.4
5392,US-2016-123183,11/19/2017,11/25/2016,TNT,GR-14560,Georgia Rosenberg,Corporate,Viet Nam,?i?n Biên,Mi?n B?c,OFF-LA-10002787,Office Supplies,Pens,Avery 480,517500,6,0,248400
6617,CA-2018-123512,6/17/2019,6/19/2018,FEDEX,MV-18190,Mike Vittorini,Consumer,Viet Nam,Hà T?nh,Mi?n Trung,OFF-LA-10000081,Office Supplies,Pens,Avery 496,517500,6,0,248400
3458,CA-2019-136448,9/16/2020,9/18/2019,FEDEX,AS-10090,Adam Shillingsburg,Consumer,Viet Nam,Tây Ninh,Mi?n ?ông Nam B?,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",517776,3,0.2,51777.6
8730,CA-2017-103870,12/27/2018,12/31/2017,TNT,SP-20860,Sung Pak,Corporate,Viet Nam,Tây Ninh,Mi?n ?ông Nam B?,OFF-ST-10002562,Office Supplies,Pens,Staple magnet,517776,3,0.2,51777.6
8794,CA-2016-162992,12/19/2017,12/21/2016,FEDEX,BP-11095,Bart Pistole,Corporate,Viet Nam,V?nh Phúc,Mi?n B?c,OFF-FA-10004248,Office Supplies,Envelopes,Advantus T-Pin Scissors Clips,518650,5,0,202273.5
2978,CA-2019-134607,10/3/2020,10/8/2019,UPS,HL-15040,Hunter Lopez,Consumer,Viet Nam,Hà N?i,Mi?n B?c,OFF-ST-10002214,Office Supplies,Pens,X-Rack File for Hanging Folders,519340,2,0,135028.4
4162,CA-2019-115546,5/14/2020,5/18/2019,TNT,AH-10465,Amy Hunt,Consumer,Viet Nam,??ng Tháp,Mi?n Tây Nam B?,OFF-ST-10002214,Office Supplies,Pens,X-Rack File for Hanging Folders,519340,2,0,135028.4
4833,CA-2016-120278,11/7/2017,11/12/2016,TNT,MS-17365,Maribeth Schnelling,Consumer,Viet Nam,Kon Tum,Mi?n Trung,OFF-ST-10002214,Office Supplies,Pens,X-Rack File for Hanging Folders,519340,2,0,135028.4
9038,CA-2017-166492,4/7/2018,4/10/2017,FEDEX,RP-19390,Resi Pölking,Consumer,Viet Nam,Hà T?nh,Mi?n Trung,OFF-ST-10002214,Office Supplies,Pens,X-Rack File for Hanging Folders,519340,2,0,135028.4
2155,US-2018-120460,4/30/2019,5/5/2018,TNT,BF-11170,Ben Ferrer,Home Office,Viet Nam,??k L?k,Mi?n Trung,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,519984,3,0.6,-233992.8
3018,US-2018-160528,8/23/2019,8/30/2018,TNT,MH-18115,Mick Hernandez,Home Office,Viet Nam,Lâm ??ng,Mi?n ?ông Nam B?,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,519984,3,0.6,-233992.8
7789,US-2018-117037,5/17/2019,5/20/2018,FEDEX,LW-17215,Luke Weiss,Consumer,Viet Nam,??ng Nai,Mi?n ?ông Nam B?,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,519984,3,0.6,-233992.8
8183,CA-2019-155642,5/18/2020,5/22/2019,TNT,BM-11575,Brendan Murry,Corporate,Viet Nam,Hà T?nh,Mi?n Trung,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,519984,3,0.6,-233992.8
501,US-2018-105578,5/30/2019,6/4/2018,TNT,MY-17380,Maribeth Yedwab,Corporate,Viet Nam,H? Chí Minh,Mi?n ?ông Nam B?,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,520260,2,0.7,-346840
5787,CA-2019-141117,10/2/2020,10/8/2019,TNT,JK-16090,Juliana Krohn,Consumer,Viet Nam,Hà T?nh,Mi?n Trung,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",520674,7,0.7,-381827.6
8658,CA-2016-142769,9/13/2017,9/13/2016,DHL,RP-19390,Resi Pölking,Consumer,Viet Nam,Hà Nam,Mi?n B?c,OFF-AP-10004785,Office Supplies,Binders,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",521180,2,0,224107.4
8403,CA-2017-110814,12/5/2018,12/9/2017,UPS,BD-11635,Brian Derr,Consumer,Viet Nam,H? Chí Minh,Mi?n ?ông Nam B?,OFF-PA-10004156,Office Supplies,Scissors,Xerox 188,521640,2,0,255603.6
3802,CA-2018-156503,10/14/2019,10/20/2018,TNT,NC-18415,Nathan Cano,Consumer,Viet Nam,Tuyên Quang,Mi?n B?c,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,522192,1,0.2,137075.4
221,CA-2017-169397,12/24/2018,12/27/2017,FEDEX,JB-15925,Joni Blumstein,Consumer,Viet Nam,V?nh Phúc,Mi?n B?c,OFF-PA-10004000,Office Supplies,Scissors,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",522192,6,0.2,189294.6
21,CA-2016-143336,8/27/2017,9/1/2016,UPS,ZD-21925,Zuschuss Donatelli,Consumer,Viet Nam,Quang Ninh,Mi?n B?c,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",522560,4,0.2,169832
760,CA-2019-133333,9/18/2020,9/22/2019,TNT,BF-11020,Barry Französisch,Corporate,Viet Nam,Hà T?nh,Mi?n Trung,OFF-PA-10002377,Office Supplies,Scissors,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",522560,4,0,235152
1609,US-2018-115819,4/19/2019,4/24/2018,UPS,JO-15280,Jas O'Carroll,Consumer,Viet Nam,H? Chí Minh,Mi?n ?ông Nam B?,OFF-PA-10002377,Office Supplies,Scissors,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",522560,4,0,235152
3424,CA-2018-134803,5/28/2019,6/3/2018,TNT,CL-12565,Clay Ludtke,Consumer,Viet Nam,Phú Yên,Mi?n Trung,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",522560,4,0.2,169832
5333,CA-2018-123120,9/4/2019,9/8/2018,TNT,CV-12295,Christina VanderZanden,Consumer,Viet Nam,??ng Nai,Mi?n ?ông Nam B?,OFF-SU-10002503,Office Supplies,Scissors,Acme Preferred Stainless Steel Scissors,522560,4,0,151542.4
5770,CA-2017-154900,2/25/2018,3/1/2017,TNT,SS-20875,Sung Shariari,Consumer,Viet Nam,Bình D??ng,Mi?n ?ông Nam B?,OFF-PA-10002377,Office Supplies,Scissors,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",522560,4,0,235152
6837,CA-2019-142643,10/15/2020,10/20/2019,TNT,DL-13495,Dionis Lloyd,Corporate,Viet Nam,H? Chí Minh,Mi?n ?ông Nam B?,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",522560,1,0,214249.6
1021,CA-2017-124450,4/27/2018,5/3/2017,TNT,GT-14710,Greg Tran,Consumer,Viet Nam,Hà T?nh,Mi?n Trung,OFF-AR-10001166,Office Supplies,Binders,Staples in misc. colors,523020,3,0,203977.8
535,CA-2018-168753,5/29/2019,6/1/2018,UPS,RL-19615,Rob Lucas,Consumer,Viet Nam,B?c Liêu,Mi?n Tây Nam B?,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,523250,5,0,261625
9970,CA-2019-153871,12/11/2020,12/17/2019,TNT,RB-19435,Richard Bierner,Consumer,Viet Nam,C?n Th?,Mi?n Tây Nam B?,OFF-AP-10003622,Office Supplies,Binders,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",523250,7,0,151742.5
7331,CA-2018-149349,11/12/2019,11/13/2018,FEDEX,SP-20650,Stephanie Phelps,Corporate,Viet Nam,H? Chí Minh,Mi?n ?ông Nam B?,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",523296,6,0.6,-196236
9902,CA-2019-117646,8/21/2020,8/25/2019,TNT,SC-20845,Sung Chung,Consumer,Viet Nam,Yên Bái,Mi?n B?c,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",523296,3,0.2,163530
3982,CA-2019-119564,12/15/2020,12/20/2019,TNT,PL-18925,Paul Lucas,Home Office,Viet Nam,L?ng S?n,Mi?n B?c,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",523710,3,0,225195.3
5513,US-2016-137680,2/24/2017,3/2/2016,TNT,JH-15430,Jennifer Halladay,Consumer,Viet Nam,Hà Giang,Mi?n B?c,OFF-PA-10000069,Office Supplies,Scissors,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",523848,3,0.2,176798.7
1827,CA-2018-167507,12/22/2019,12/28/2018,TNT,SA-20830,Sue Ann Reed,Consumer,Viet Nam,H? Chí Minh,Mi?n ?ông Nam B?,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",524032,1,0.2,111356.8
7230,CA-2016-157546,7/20/2017,7/22/2016,FEDEX,RD-19720,Roger Demir,Consumer,Viet Nam,Hà Giang,Mi?n B?c,OFF-PA-10004569,Office Supplies,Scissors,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",525090,3,0,246792.3
9699,CA-2019-154116,12/15/2020,12/19/2019,TNT,KM-16660,Khloe Miller,Consumer,Viet Nam,C?n Th?,Mi?n Tây Nam B?,OFF-PA-10004569,Office Supplies,Scissors,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",525090,3,0,246792.3
3140,CA-2019-164168,11/12/2020,11/18/2019,TNT,LS-16975,Lindsay Shagiari,Home Office,Viet Nam,Hà T?nh,Mi?n Trung,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",525504,3,0.6,-407265.6
7919,CA-2017-152513,7/4/2018,7/8/2017,UPS,JP-16135,Julie Prescott,Home Office,Viet Nam,?à N?ng,Mi?n Trung,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,525504,2,0.2,170788.8
7078,CA-2018-106950,9/2/2019,9/6/2018,TNT,JE-15715,Joe Elijah,Consumer,Viet Nam,Yên Bái,Mi?n B?c,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,526953,7,0.7,-403997.3
1105,CA-2018-112340,10/21/2019,10/27/2018,TNT,NM-18520,Neoma Murray,Consumer,Viet Nam,Qu?ng Tr?,Mi?n Trung,OFF-PA-10001892,Office Supplies,Scissors,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",527160,3,0,258308.4
4333,CA-2019-107909,9/1/2020,9/6/2019,TNT,SS-20875,Sung Shariari,Consumer,Viet Nam,??ng Nai,Mi?n ?ông Nam B?,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,527160,5,0.2,184506
4906,US-2016-146353,10/14/2017,10/16/2016,UPS,JE-15610,Jim Epp,Corporate,Viet Nam,?à N?ng,Mi?n Trung,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,527160,4,0,253036.8
6259,CA-2017-133536,3/28/2018,3/30/2017,UPS,JH-15820,John Huston,Consumer,Viet Nam,Hà T?nh,Mi?n Trung,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,527160,3,0,258308.4
9174,US-2018-155768,12/1/2019,12/1/2018,DHL,LB-16795,Laurel Beltran,Home Office,Viet Nam,Ninh Bình,Mi?n B?c,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",527160,3,0,258308.4
1123,US-2016-147627,1/20/2017,1/26/2016,TNT,HL-15040,Hunter Lopez,Consumer,Viet Nam,B?c Liêu,Mi?n Tây Nam B?,OFF-AR-10002375,Office Supplies,Binders,Newell 351,528080,7,0,153143.2
3277,CA-2016-102988,4/5/2017,4/9/2016,UPS,GM-14695,Greg Maxwell,Corporate,Viet Nam,Qu?ng Nam,Mi?n Trung,OFF-AR-10004757,Office Supplies,Binders,Crayola Colored Pencils,528080,7,0,174266.4
3280,CA-2016-102988,4/5/2017,4/9/2016,UPS,GM-14695,Greg Maxwell,Corporate,Viet Nam,H? Chí Minh,Mi?n ?ông Nam B?,OFF-AR-10000127,Office Supplies,Binders,Newell 321,528080,7,0,153143.2
5925,CA-2019-146458,11/19/2020,11/22/2019,UPS,RB-19435,Richard Bierner,Consumer,Viet Nam,Hà N?i,Mi?n B?c,OFF-AR-10001177,Office Supplies,Binders,Newell 349,528080,7,0,153143.2
7610,CA-2019-163209,5/3/2020,5/7/2019,TNT,MK-18160,Mike Kennedy,Consumer,Viet Nam,Khánh Hòa,Mi?n Trung,OFF-AR-10003651,Office Supplies,Binders,Newell 350,528080,7,0,153143.2
1241,CA-2016-127012,8/11/2017,8/15/2016,TNT,GM-14680,Greg Matthias,Consumer,Viet Nam,Ti?n Giang,Mi?n Tây Nam B?,OFF-FA-10004854,Office Supplies,Envelopes,"Vinyl Coated Wire Scissors Clips in Organizer Box, 800/Box",528080,2,0,248197.6
6169,CA-2017-132815,9/19/2018,9/22/2017,UPS,RW-19540,Rick Wilson,Corporate,Viet Nam,Thanh Hóa,Mi?n Trung,OFF-PA-10004530,Office Supplies,Scissors,Personal Creations Ink Jet Cards and Pens,528080,2,0,258759.2
9112,CA-2016-132010,10/13/2017,10/15/2016,FEDEX,MA-17995,Michelle Arnett,Home Office,Viet Nam,Hà T?nh,Mi?n Trung,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,528080,2,0,100335.2
9614,CA-2016-128524,11/11/2017,11/13/2016,FEDEX,MZ-17515,Mary Zewe,Corporate,Viet Nam,Hà N?i,Mi?n B?c,OFF-AP-10002892,Office Supplies,Binders,Belkin F5C206VTEL 6 Outlet Surge,528540,1,0,158562
8511,CA-2017-135853,12/11/2018,12/14/2017,FEDEX,CA-12775,Cynthia Arntzen,Consumer,Viet Nam,Hà T?nh,Mi?n Trung,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,529000,2,0,238050
5856,CA-2017-112214,8/5/2018,8/11/2017,TNT,AH-10690,Anna Häberlin,Corporate,Viet Nam,Bình Ph??c,Mi?n ?ông Nam B?,OFF-SU-10003567,Office Supplies,Scissors,Stiletto Hand Letter Openers,529920,3,0.2,-112608
6862,CA-2019-128965,4/17/2020,4/22/2019,TNT,PS-18760,Pamela Stobb,Consumer,Viet Nam,Thanh Hóa,Mi?n Trung,OFF-LA-10003190,Office Supplies,Pens,Avery 474,529920,8,0,259660.8
9205,CA-2018-104689,12/1/2019,12/5/2018,TNT,FH-14365,Fred Hopkins,Corporate,Viet Nam,Hà Nam,Mi?n B?c,OFF-AR-10001149,Office Supplies,Binders,"Sanford Colorific Colored Pencils, 12/Box",529920,8,0,158976
8031,CA-2018-158806,1/7/2019,1/11/2018,TNT,NM-18520,Neoma Murray,Consumer,Viet Nam,Bình D??ng,Mi?n ?ông Nam B?,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",530748,3,0.6,-252105.3
9067,CA-2019-152968,5/26/2020,5/30/2019,TNT,BM-11785,Bryan Mills,Consumer,Viet Nam,B?c Ninh,Mi?n B?c,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Pens Cases, 50/Pack",530840,2,0,159252
862,CA-2016-133851,6/9/2017,6/16/2016,TNT,CM-12445,Chuck Magee,Consumer,Viet Nam,Hà N?i,Mi?n B?c,OFF-AR-10003752,Office Supplies,Binders,Deluxe Chalkboard Eraser Cleaner,531300,2,0,244398
1947,CA-2019-157987,9/2/2020,9/6/2019,TNT,AC-10615,Ann Chong,Corporate,Viet Nam,B?n Tre,Mi?n Tây Nam B?,OFF-AR-10000658,Office Supplies,Binders,Newell 324,531300,2,0,148764
4932,CA-2019-143651,3/25/2020,3/30/2019,TNT,FM-14215,Filia McAdams,Corporate,Viet Nam,Hà N?i,Mi?n B?c,OFF-AR-10001446,Office Supplies,Binders,Newell 309,531300,2,0,159390
1193,CA-2019-117212,2/26/2020,2/28/2019,UPS,BT-11530,Bradley Talbott,Home Office,Viet Nam,Qu?ng Ninh,Mi?n B?c,OFF-PA-10000682,Office Supplies,Scissors,Xerox 1924,531760,4,0,260562.4
2368,CA-2019-123659,2/10/2020,2/13/2019,FEDEX,MN-17935,Michael Nguyen,Consumer,Viet Nam,C?n Th?,Mi?n Tây Nam B?,OFF-PA-10002464,Office Supplies,Scissors,HP Office Recycled Scissors (20Lb. and 87 Bright),531760,4,0,260562.4
6397,CA-2018-129126,12/14/2019,12/19/2018,TNT,PK-19075,Pete Kriz,Consumer,Viet Nam,Thanh Hóa,Mi?n Trung,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",531760,2,0.2,179469
2903,CA-2018-164035,6/12/2019,6/17/2018,TNT,CR-12730,Craig Reiter,Consumer,Viet Nam,H? Chí Minh,Mi?n ?ông Nam B?,OFF-PA-10002160,Office Supplies,Scissors,Xerox 1978,531760,5,0.2,192763
2951,CA-2019-134915,11/12/2020,11/12/2019,DHL,EM-14140,Eugene Moren,Home Office,Viet Nam,H? Chí Minh,Mi?n ?ông Nam B?,OFF-PA-10002160,Office Supplies,Scissors,Xerox 1978,531760,5,0.2,192763
8953,CA-2019-150910,12/22/2020,12/28/2019,TNT,JL-15130,Jack Lebron,Consumer,Viet Nam,Hà Giang,Mi?n B?c,OFF-AR-10001419,Office Supplies,Binders,Newell 325,531944,7,0.2,66493
7436,CA-2017-148180,7/26/2018,7/31/2017,TNT,BP-11095,Bart Pistole,Corporate,Viet Nam,Kon Tum,Mi?n Trung,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,532128,6,0.2,192896.4
5192,US-2019-141943,5/5/2020,5/9/2019,TNT,DK-12985,Darren Koutras,Consumer,Viet Nam,B?n Tre,Mi?n Tây Nam B?,OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",532680,2,0,266340
7421,US-2018-114013,3/13/2019,3/15/2018,UPS,SC-20770,Stewart Carmichael,Corporate,Viet Nam,C?n Th?,Mi?n Tây Nam B?,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,532680,5,0.7,-355120
1623,CA-2019-108560,7/8/2020,7/15/2019,TNT,JC-15385,Jenna Caffey,Consumer,Viet Nam,Hà T?nh,Mi?n Trung,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",532864,2,0.2,179841.6
8607,CA-2019-162936,8/18/2020,8/22/2019,TNT,CM-12160,Charles McCrossin,Consumer,Viet Nam,?à N?ng,Mi?n Trung,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",533140,2,0,175936.2
367,CA-2018-155516,10/21/2019,10/21/2018,DHL,MK-17905,Michael Kennedy,Corporate,Viet Nam,Long An,Mi?n Tây Nam B?,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,533600,4,0,240120
4501,CA-2018-124814,4/10/2019,4/16/2018,TNT,FM-14215,Filia McAdams,Corporate,Viet Nam,Hà N?i,Mi?n B?c,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",533600,5,0.2,186760
9153,US-2017-106873,9/24/2018,9/29/2017,UPS,KM-16720,Kunst Miller,Consumer,Viet Nam,??ng Tháp,Mi?n Tây Nam B?,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,533600,2,0.2,33350
7183,CA-2019-150609,4/30/2020,5/4/2019,TNT,NZ-18565,Nick Zandusky,Home Office,Viet Nam,Hà T?nh,Mi?n Trung,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,534520,5,0.2,173719
6722,CA-2019-102974,9/19/2020,9/24/2019,TNT,DP-13105,Dave Poirier,Corporate,Viet Nam,?i?n Biên,Mi?n B?c,OFF-AR-10000914,Office Supplies,Binders,Boston 16765 Mini Stand Up Battery Pencil Sharpener,536360,2,0,139453.6
7052,CA-2018-165330,12/11/2019,12/11/2018,DHL,WB-21850,William Brown,Consumer,Viet Nam,?à N?ng,Mi?n Trung,OFF-AR-10000914,Office Supplies,Binders,Boston 16765 Mini Stand Up Battery Pencil Sharpener,536360,2,0,139453.6
1126,US-2016-147627,1/20/2017,1/26/2016,TNT,HL-15040,Hunter Lopez,Consumer,Viet Nam,L?ng S?n,Mi?n B?c,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,536820,3,0,252305.4
3196,CA-2018-169026,8/8/2019,8/13/2018,TNT,CM-12655,Corinna Mitchell,Home Office,Viet Nam,Hà T?nh,Mi?n Trung,OFF-FA-10001883,Office Supplies,Envelopes,"Alliance Super-Size Bands, Assorted Sizes",536820,3,0,5368.2
5139,CA-2019-128335,9/29/2020,10/5/2019,TNT,JA-15970,Joseph Airdo,Consumer,Viet Nam,H?ng Yên,Mi?n B?c,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,536820,3,0,252305.4
7628,US-2017-159499,11/21/2018,11/23/2017,UPS,EM-14095,Eudokia Martin,Corporate,Viet Nam,?à N?ng,Mi?n Trung,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,536912,2,0.2,-33557
390,CA-2019-101798,12/11/2020,12/15/2019,TNT,MV-18190,Mike Vittorini,Consumer,Viet Nam,??ng Nai,Mi?n ?ông Nam B?,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",537280,4,0.2,181332
4776,CA-2019-108091,11/16/2020,11/21/2019,TNT,EK-13795,Eileen Kiefer,Home Office,Viet Nam,??k Nông,Mi?n Trung,OFF-AR-10000255,Office Supplies,Binders,Newell 328,537280,4,0,139692.8
7505,CA-2018-158043,1/31/2019,2/4/2018,UPS,JK-15325,Jason Klamczynski,Corporate,Viet Nam,Hà Nam,Mi?n B?c,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,537280,2,0,268640
7934,CA-2019-166093,8/17/2020,8/24/2019,TNT,RW-19540,Rick Wilson,Corporate,Viet Nam,Thanh Hóa,Mi?n Trung,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,537280,2,0,268640
7886,CA-2019-118017,12/3/2020,12/6/2019,UPS,LC-16870,Lena Cacioppo,Consumer,Viet Nam,C?n Th?,Mi?n Tây Nam B?,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,537648,3,0.2,161294.4
3874,CA-2018-136231,9/5/2019,9/7/2018,UPS,DM-13015,Darrin Martin,Consumer,Viet Nam,Hà N?i,Mi?n B?c,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,539856,3,0.2,175453.2
5486,CA-2016-107573,12/12/2017,12/17/2016,TNT,PB-19150,Philip Brown,Consumer,Viet Nam,H? Chí Minh,Mi?n ?ông Nam B?,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,539856,3,0.2,175453.2
